dataset_fraction,workload_name,policy_mode,seed,workers,trace_hash,reference_hash,hash_match,intervention_rate,reference_intervention_rate,intervention_rate_delta,unauthorized_invocations,fault_injected_count
0.1,fraction_0p1,proxy,1,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,1,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,1,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,1,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,2,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,2,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,2,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,2,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,3,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,3,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,3,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,proxy,3,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,bc,1,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,1,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,1,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,1,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,2,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,2,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,2,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,2,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,3,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,3,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,3,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc,3,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,1,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,1,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,1,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,1,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,2,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,2,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,2,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,2,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,3,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,3,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,3,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,bc_live,3,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,random,1,1,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,1,0.5136563876651983,0.5136563876651983,0.0,0,0
0.1,fraction_0p1,random,1,2,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,1,0.5136563876651983,0.5136563876651983,0.0,0,0
0.1,fraction_0p1,random,1,4,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,1,0.5136563876651983,0.5136563876651983,0.0,0,0
0.1,fraction_0p1,random,1,8,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,d90eea831bc9ade2ef0235f8528d5702fe5aad68d148eb54e970873326f28c10,1,0.5136563876651983,0.5136563876651983,0.0,0,0
0.1,fraction_0p1,random,2,1,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1,0.5092511013215859,0.5092511013215859,0.0,0,0
0.1,fraction_0p1,random,2,2,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1,0.5092511013215859,0.5092511013215859,0.0,0,0
0.1,fraction_0p1,random,2,4,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1,0.5092511013215859,0.5092511013215859,0.0,0,0
0.1,fraction_0p1,random,2,8,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1c067cfc6a4dd33841db8b0a129958e6c92d961778d2332dd5990b80f8e72c65,1,0.5092511013215859,0.5092511013215859,0.0,0,0
0.1,fraction_0p1,random,3,1,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,1,0.5004405286343613,0.5004405286343613,0.0,0,0
0.1,fraction_0p1,random,3,2,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,1,0.5004405286343613,0.5004405286343613,0.0,0,0
0.1,fraction_0p1,random,3,4,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,1,0.5004405286343613,0.5004405286343613,0.0,0,0
0.1,fraction_0p1,random,3,8,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,314c857f2620c48ff5598315200ac2bbc557ee42c6b6ff0d2aa62d41d8f6f508,1,0.5004405286343613,0.5004405286343613,0.0,0,0
0.1,fraction_0p1,always,1,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,1,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,1,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,1,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,2,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,2,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,2,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,2,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,3,1,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,3,2,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,3,4,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,always,3,8,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,1.0,1.0,0.0,0,0
0.1,fraction_0p1,never,1,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,1,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,1,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,1,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,2,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,2,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,2,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,2,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,3,1,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,3,2,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,3,4,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.1,fraction_0p1,never,3,8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,1,1,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,1,2,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,1,4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,1,8,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,2,1,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,2,2,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,2,4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,2,8,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,3,1,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,3,2,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,3,4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,proxy,3,8,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,03b4016dec65d7298da2145469f4e9b953c9dec5a1f78acf4f791bcab1096bb4,1,0.0,0.0,0.0,0,0
0.25,fraction_0p25,bc,1,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,1,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,1,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,1,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,2,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,2,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,2,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,2,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,3,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,3,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,3,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc,3,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,1,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,1,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,1,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,1,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,2,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,2,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,2,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,2,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,3,1,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,3,2,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,3,4,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,bc_live,3,8,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,1.0,1.0,0.0,0,0
0.25,fraction_0p25,random,1,1,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,1,0.5107507930912936,0.5107507930912936,0.0,0,0
0.25,fraction_0p25,random,1,2,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,1,0.5107507930912936,0.5107507930912936,0.0,0,0
0.25,fraction_0p25,random,1,4,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,1,0.5107507930912936,0.5107507930912936,0.0,0,0
0.25,fraction_0p25,random,1,8,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,e75d7807a1c3ce68ea6f2612c6b43ecc371ac98073c46e5d9bd277533990c764,1,0.5107507930912936,0.5107507930912936,0.0,0,0
0.25,fraction_0p25,random,2,1,bef26b728889237a79986c4e4ba36fbf24898ddcd55f9b665efb51607678751f,bef26b728889237a79986c4e4ba36fbf24898ddcd55f9b665efb51607678751f,1,0.4920690870637998,0.4920690870637998,0.0,0,0
